ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup_Number	IUCN_Subgroup	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Participant_Knowledge_Avg	Participant_Knowledge_Med	Participant_Knowledge_AvgxHDI	Participant_Knowledge_MedxHDI	Year
1236	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	NA	NA	NA	1	4	4	4	2	2	2	14	4	NA	NA	2	1.13	1	0.84	0.74	2013
1237	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.3	Temperature_extremes	NA	NA	NA	1	3	4	4	3	2	3	14	4	NA	NA	2	1.13	1	0.84	0.74	2013
1238	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	NA	NA	NA	1	4	4	4	2	2	2	14	4	NA	NA	2	1.13	1	0.84	0.74	2013
1239	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	NA	NA	NA	1	3	4	4	3	3	3	14	4	NA	NA	2	1.13	1	0.84	0.74	2013
1240	PE-PIN	Threat	10	Geological_events	10.3	Avalanches/landslides	NA	NA	NA	1	3	4	4	2	3	3	14	4	NA	NA	2	1.13	1	0.84	0.74	2013
1241	PE-PIN	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	NA	NA	NA	1	4	4	4	1	1	1	13	3	NA	NA	3	1.13	1	0.84	0.74	2013
1242	PE-PIN	Threat	2	Agriculture_and_aquaculture	2.3	Livestock_farming_and_ranching	NA	NA	NA	2	3	4	4	1	2	2	13	3	NA	NA	3	1.13	1	0.84	0.74	2013
1243	PE-PIN	Threat	5	Biological_resource_use	5.4	Fishing_and_harvesting_aquatic_resources	NA	NA	NA	1	4	4	4	1	1	1	13	3	NA	NA	3	1.13	1	0.84	0.74	2013
1244	PE-PIN	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	NA	NA	NA	2	3	4	4	1	3	2	13	3	NA	NA	3	1.13	1	0.84	0.74	2013
1245	PE-PIN	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	NA	NA	NA	1	3	4	4	1	2	2	13	3	NA	NA	3	1.13	1	0.84	0.74	2013
1246	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	NA	NA	NA	1	2	3	4	4	4	4	13	3	NA	NA	3	1.13	1	0.84	0.74	2013
1247	PE-PIN	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	NA	NA	NA	2	3	4	4	1	1	1	12	3	NA	NA	4	1.13	1	0.84	0.74	2013
1248	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	NA	NA	NA	1	2	3	4	3	2	3	12	3	NA	NA	4	1.13	1	0.84	0.74	2013
1249	PE-PIN	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	NA	NA	NA	1	3	4	4	1	1	1	12	3	NA	NA	4	1.13	1	0.84	0.74	2013
1250	PE-PIN	Threat	8	Invasive_and_other_problematic_species_and_genes	8.2	Problematic_native_species	NA	NA	NA	1	2	3	4	1	2	2	11	3	NA	NA	5	1.13	1	0.84	0.74	2013
1251	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.3	Temperature_extremes	NA	NA	NA	1	2	3	4	2	2	2	11	3	NA	NA	5	1.13	1	0.84	0.74	2013
1252	PE-PIN	Threat	11	Climate_change_and_severe_weather	11.3	Temperature_extremes	NA	NA	NA	1	2	2	4	1	1	1	9	2	NA	NA	6	1.13	1	0.84	0.74	2013
1253	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.13	1	0.84	0.74	2013
1254	PE-PIN	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	4	3	1	1	1	1	1	6	1	NA	NA	11	1.13	1	0.84	0.74	2013
1255	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	1	3	1	1	1	1	1	6	1	NA	NA	11	1.13	1	0.84	0.74	2013
1256	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	1	1	1	1	1	6	1	NA	NA	11	1.13	1	0.84	0.74	2013
1257	PE-PIN	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	4	2	1	1	2	2	2	6	1	NA	NA	11	1.13	1	0.84	0.74	2013
1258	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	4	1	1	1	1	1	7	1	NA	NA	10	1.13	1	0.84	0.74	2013
1259	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	3	2	1	1	1	1	7	1	NA	NA	10	1.13	1	0.84	0.74	2013
1260	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	2	1	1	3	2	3	7	1	NA	NA	10	1.13	1	0.84	0.74	2013
1261	PE-PIN	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	4	2	1	1	3	2	3	7	1	NA	NA	10	1.13	1	0.84	0.74	2013
1262	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	4	2	1	1	1	1	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1263	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	1	2	3	1	2	2	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1264	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	1	1	1	1	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1265	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	1	1	1	1	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1266	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	1	1	1	1	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1267	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	3	1	1	3	2	3	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1268	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	3	2	1	1	2	2	8	2	NA	NA	9	1.13	1	0.84	0.74	2013
1269	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	4	3	1	1	1	1	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1270	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	1	1	4	4	4	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1271	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	4	3	1	1	1	1	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1272	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	3	2	1	1	4	3	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1273	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	2	1	3	3	3	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1274	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	3	3	1	1	2	2	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1275	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	3	2	1	3	2	3	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1276	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	3	2	2	1	2	2	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1277	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	3	1	1	2	2	9	2	NA	NA	8	1.13	1	0.84	0.74	2013
1278	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	4	3	1	2	1	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1279	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	2	4	3	1	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1280	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	2	2	4	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1281	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	2	2	4	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1282	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	4	3	1	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1283	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	4	2	1	3	2	3	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1284	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	3	2	1	4	4	4	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1285	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	2	3	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1286	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	2	1	4	4	4	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1287	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	4	3	1	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1288	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	3	3	3	1	3	2	3	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1289	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	4	3	1	1	2	2	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1290	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	1	3	2	1	4	4	4	10	2	NA	NA	7	1.13	1	0.84	0.74	2013
1291	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	3.5	3	3	1	1	1	10.5	3	NA	NA	6	1.13	1	0.84	0.74	2013
1292	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	3	3	4	2	2	2	2	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1293	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	4	2	3	1	2	2	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1294	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	2	2	3	4	3	4	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1295	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	4	2	1	3	4	4	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1296	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	2	2	4	3	2	3	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1297	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	2	4	3	3	1	1	1	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1298	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	3	1	4	3	4	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1299	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	1	3	4	4	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1300	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	1	4	3	1	3	3	3	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1301	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	1	4	4	4	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1302	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	3	2	2	4	4	4	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1303	PE-PIN	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	4	4	4	1	2	1	2	11	3	NA	NA	6	1.13	1	0.84	0.74	2013
1304	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	3	4	4	1	2	4	3	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1305	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	4	3	1	2	2	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1306	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	2	2	4	4	4	4	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1307	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	4	4	3	1	1	1	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1308	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	4	3	3	1	3	2	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1309	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	4	4	1	3	3	3	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1310	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	3	2	4	3	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1311	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	4	3	1	4	4	4	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1312	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	1	4	4	1	2	3	3	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1313	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	1	4	3	1	3	4	4	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1314	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	4	4	1	3	3	3	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1315	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	3	3	2	4	4	4	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1316	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	4	4	3	1	4	4	4	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1317	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	3	4	3	1	2	2	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1318	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	2	3	4	4	1	1	1	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1319	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	4	3	4	1	1	1	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1320	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	4	4	1	3	3	3	12	3	NA	NA	5	1.13	1	0.84	0.74	2013
1321	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	3	4	3	4	1	2	2	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1322	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	2	4	4	4	1	1	1	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1323	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	4	3	4	2	2	2	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1324	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	4	3	4	1	2	2	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1325	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	4	4	4	1	4	4	4	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1326	PE-PIN	Factor	6	Natural_factors	NA	NA	NA	NA	NA	1	4	4	4	1	1	1	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1327	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	2	3	4	4	2	2	2	13	3	NA	NA	4	1.13	1	0.84	0.74	2013
1328	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	4	3	3	4	4	4	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1329	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	3	3	4	4	3	2	3	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1330	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	4	4	3	3	3	3	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1331	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	2	4	4	4	1	2	2	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1332	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	4	3	4	3	2	3	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1333	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	4	3	3	4	4	4	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1334	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	2	3	4	4	2	4	3	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1335	PE-PIN	Factor	1	Demographic_factors	NA	NA	NA	NA	NA	1	4	4	3	3	2	3	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1336	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	4	4	4	3	2	4	3	14	4	NA	NA	3	1.13	1	0.84	0.74	2013
1337	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	3	4	4	3	4	4	4	15	4	NA	NA	2	1.13	1	0.84	0.74	2013
1338	PE-PIN	Factor	1	Demographic_factors	NA	NA	NA	NA	NA	1	4	4	3	3	4	4	15	4	NA	NA	2	1.13	1	0.84	0.74	2013
1339	PE-PIN	Factor	6	Natural_factors	NA	NA	NA	NA	NA	1	4	4	4	4	4	4	16	4	NA	NA	1	1.13	1	0.84	0.74	2013
1340	CO-GUA	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	2	3	2	4	3	2	1	NA	NA	NA	6	1	4	1	5	2.33	2	1.70	1.45	2014
1341	CO-GUA	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	2	3	2	4	3	2	1	NA	NA	NA	6	1	4	1	5	2.33	2	1.70	1.45	2014
1342	CO-GUA	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	3	3	2	1	3	3	2	NA	NA	NA	8	2	1	1	4	2.33	2	1.70	1.45	2014
1343	CO-GUA	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	2	2	1	1	2	3	3	NA	NA	NA	8	2	4	1	4	2.33	2	1.70	1.45	2014
1344	CO-GUA	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	2	3	2	4	3	3	2	NA	NA	NA	8	2	4	3	4	2.33	2	1.70	1.45	2014
1345	CO-GUA	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	1	2	3	4	3	3	3	NA	NA	NA	9	3	3	3	3	2.33	2	1.70	1.45	2014
1346	CO-GUA	Stress	6	Biomass	6.4	Changed_aquatic_biomass	3	3	2	2	3	3	3	NA	NA	NA	9	3	3	1	3	2.33	2	1.70	1.45	2014
1347	CO-GUA	Stress	6	Biomass	6.1	Changed_primary_production	2	2	2	1	2	3	4	NA	NA	NA	9	3	3	1	3	2.33	2	1.70	1.45	2014
1348	CO-GUA	Stress	2	Atmosphere	2.3	Changed_weather_and_local_climate_conditions	1	3	4	2	3	3	4	NA	NA	NA	10	3	4	4	2	2.33	2	1.70	1.45	2014
1349	CO-GUA	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	4	4	4	1	4	3	3	NA	NA	NA	10	3	4	1	2	2.33	2	1.70	1.45	2014
1350	CO-GUA	Stress	8	Network	8.1	Changed_distribution_and_connectivity_of_ecosystems	3	2	3	1	3	3	4	NA	NA	NA	10	3	2	1	2	2.33	2	1.70	1.45	2014
1351	CO-GUA	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	2	3	4	1	4	2	4	NA	NA	NA	10	3	4	2	2	2.33	2	1.70	1.45	2014
1352	CO-GUA	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	3	3	3	2	3	3	4	NA	NA	NA	10	3	3	1	2	2.33	2	1.70	1.45	2014
1353	CO-GUA	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	3	3	3	1	3	3	4	NA	NA	NA	10	3	3	1	2	2.33	2	1.70	1.45	2014
1354	CO-GUA	Stress	6	Biomass	6.5	Changed_extent_of_ecosystems	3	2	2	1	3	3	4	NA	NA	NA	10	3	3	1	2	2.33	2	1.70	1.45	2014
1355	CO-GUA	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	2	3	4	1	4	3	4	NA	NA	NA	11	4	2	1	1	2.33	2	1.70	1.45	2014
1356	CO-GUA	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	2	3	4	1	4	3	4	NA	NA	NA	11	4	4	1	1	2.33	2	1.70	1.45	2014
1357	CO-GUA	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	3	3	4	1	4	4	3	NA	NA	NA	11	4	3	4	1	2.33	2	1.70	1.45	2014
1358	CO-GUA	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	3	3	4	1	4	3	4	NA	NA	NA	11	4	3	1	1	2.33	2	1.70	1.45	2014
1359	CO-GUA	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	4	4	3	1	4	3	4	NA	NA	NA	11	4	4	1	1	2.33	2	1.70	1.45	2014
1360	CO-GUA	Stress	7	Information	7.1	Changed_intraspecific/Genetic_diversity	3	3	4	1	4	3	4	NA	NA	NA	11	4	4	3	1	2.33	2	1.70	1.45	2014
1361	CO-GUA	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	3	3	4	1	4	3	4	NA	NA	NA	11	4	4	2	1	2.33	2	1.70	1.45	2014
1362	CO-GUA	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	3	3	2	1	3	4	4	NA	NA	NA	11	4	2	2	1	2.33	2	1.70	1.45	2014
1363	CO-GUA	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	2	4	4	1	4	3	4	NA	NA	NA	11	4	4	1	1	2.33	2	1.70	1.45	2014
1364	CO-GUA	Stress	8	Network	8.1	Changed_distribution_and_connectivity_of_ecosystems	4	3	3	2	4	4	3	NA	NA	NA	11	4	3	2	1	2.33	2	1.70	1.45	2014
1365	CO-GUA	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	4	3	4	1	4	3	4	4	4	4	15	4	4	1	1	2.33	2	1.70	1.45	2014
1366	CO-GUA	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	4	3	4	1	4	3	4	3	2	3	14	4	4	1	2	2.33	2	1.70	1.45	2014
1367	CO-GUA	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	3	4	1	4	3	4	3	3	3	14	4	4	1	2	2.33	2	1.70	1.45	2014
1368	CO-GUA	Threat	9	Pollution	9.2	Industrial_and_military_effluents	1	4	4	1	4	4	3	3	2	3	14	4	4	1	2	2.33	2	1.70	1.45	2014
1369	CO-GUA	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	1	3	4	1	3	3	4	3	2	3	13	3	4	1	3	2.33	2	1.70	1.45	2014
1370	CO-GUA	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	2	4	1	4	3	4	2	1	2	13	3	4	1	3	2.33	2	1.70	1.45	2014
1371	CO-GUA	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	4	2	4	1	4	3	4	2	1	2	13	3	4	1	3	2.33	2	1.70	1.45	2014
1372	CO-GUA	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	4	4	3	4	4	4	3	1	2	2	13	3	3	1	3	2.33	2	1.70	1.45	2014
1373	CO-GUA	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	3	4	4	1	4	4	3	1	3	2	13	3	3	3	3	2.33	2	1.70	1.45	2014
1374	CO-GUA	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	4	3	3	4	4	3	2	2	2	2	11	3	3	1	4	2.33	2	1.70	1.45	2014
1375	CO-GUA	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	4	3	1	4	3	4	2	1	2	2	11	3	4	1	4	2.33	2	1.70	1.45	2014
1376	CO-GUA	Threat	9	Pollution	9.4	Garbage_and_solid_waste	4	3	3	4	4	4	2	1	1	1	11	3	3	1	4	2.33	2	1.70	1.45	2014
1377	CO-GUA	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	1	2	4	1	3	3	2	3	2	3	11	3	1	3	4	2.33	2	1.70	1.45	2014
1378	CO-GUA	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	3	3	3	4	3	4	2	1	1	1	10	3	2	2	5	2.33	2	1.70	1.45	2014
1379	CO-GUA	Threat	9	Pollution	9.1	Household_sewage_and_urban_waste_water	3	4	1	4	3	4	2	1	1	1	10	3	2	2	5	2.33	2	1.70	1.45	2014
1380	CO-GUA	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	2	4	3	4	3	2	1	3	2	3	9	2	2	2	6	2.33	2	1.70	1.45	2014
1381	CO-GUA	Threat	2	Agriculture_and_aquaculture	2.3	Livestock_farming_and_ranching	3	2	2	4	3	2	1	2	3	3	9	2	2	1	6	2.33	2	1.70	1.45	2014
1382	CO-GUA	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	4	4	3	4	4	2	1	1	2	2	9	2	2	1	6	2.33	2	1.70	1.45	2014
1383	CO-GUA	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	1	2	2	1	2	4	2	1	1	1	9	2	4	1	6	2.33	2	1.70	1.45	2014
1384	CO-GUA	Threat	2	Agriculture_and_aquaculture	2.3	Livestock_farming_and_ranching	2	2	2	1	2	2	2	3	3	3	9	2	2	1	6	2.33	2	1.70	1.45	2014
1385	CO-GUA	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	4	4	3	4	4	2	1	1	2	2	9	2	4	1	6	2.33	2	1.70	1.45	2014
1386	CO-GUA	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	4	3	4	3	2	1	1	2	2	8	2	3	1	7	2.33	2	1.70	1.45	2014
1387	CO-GUA	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	1	4	1	4	2	2	1	1	3	2	7	1	3	1	8	2.33	2	1.70	1.45	2014
1388	CO-GUA	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	4	3	2	4	3	2	1	1	1	1	7	1	3	2	8	2.33	2	1.70	1.45	2014
1389	CO-GUA	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	1	1	3	4	2	2	1	1	3	2	7	1	3	1	8	2.33	2	1.70	1.45	2014
1390	CO-GUA	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	NA	NA	2.33	2	1.70	1.45	2014
